0.009718263	-0.005144965	0.005144965	-0.009718263
0.010226693	-0.005308965	0.00505557	-0.009718263
0.01357999	-0.006407009	0.004470306	-0.009718263
0.02207578	-0.009238565	0.003000422	-0.009718263
0.037452048	-0.01446197	0.000365435	-0.009718263
0.060928203	-0.022600673	-0.003616314	-0.009718263
0.093246163	-0.034049474	-0.009037108	-0.009718263
0.134711421	-0.049080774	-0.0159093	-0.009718263
0.185234127	-0.067850814	-0.024174758	-0.009718263
0.244370157	-0.090405917	-0.033714314	-0.009718263
0.311362194	-0.116688737	-0.044357209	-0.009718263
0.385180796	-0.146544497	-0.055890538	-0.009718263
0.464565478	-0.179727234	-0.068068696	-0.009718263
0.548065781	-0.215906043	-0.080622829	-0.009718263
0.63408235	-0.254671322	-0.093270274	-0.009718263
0.72090801	-0.29554101	-0.10572401	-0.009718263
0.806768837	-0.337966836	-0.117702101	-0.009718263
0.889865236	-0.381340559	-0.128937145	-0.009718263
0.968413017	-0.425000212	-0.139185718	-0.009718263
1.040684464	-0.468236347	-0.148237822	-0.009718263
1.105049417	-0.510298275	-0.15592633	-0.009718263
1.160016343	-0.550400313	-0.162136433	-0.009718263
1.204273412	-0.587728025	-0.166815088	-0.009718263
1.236729572	-0.621444467	-0.16998046	-0.009718263
1.256555622	-0.650696426	-0.171731372	-0.009718263
1.26322529	-0.674620672	-0.172256749	-0.009718263
1.256555622	-0.692364536	-0.171838206	-0.009718263
1.236729572	-0.703244885	-0.170783249	-0.009718263
1.204273412	-0.706886152	-0.169355286	-0.009718263
1.160016343	-0.703203496	-0.167770489	-0.009718263
1.105049417	-0.692370984	-0.166201437	-0.009718263
1.040684464	-0.674789774	-0.16478074	-0.009718263
0.968413017	-0.651056298	-0.163604677	-0.009718263
0.889865236	-0.62193044	-0.16273683	-0.009718263
0.806768837	-0.588303718	-0.162211713	-0.009718263
0.72090801	-0.551167471	-0.16203841	-0.009718263
0.63408235	-0.511581034	-0.162204205	-0.009718263
0.548065781	-0.470639922	-0.162678214	-0.009718263
0.464565478	-0.429444014	-0.163415025	-0.009718263
0.385180796	-0.389065733	-0.164358321	-0.009718263
0.311362194	-0.350518226	-0.165444523	-0.009718263
0.244370157	-0.314723548	-0.166606416	-0.009718263
0.185234127	-0.282480843	-0.167776787	-0.009718263
0.134711421	-0.254434524	-0.168892054	-0.009718263
0.093246163	-0.231042459	-0.169895904	-0.009718263
0.060928203	-0.212544148	-0.170742921	-0.009718263
0.037452048	-0.198928907	-0.171402223	-0.009718263
0.02207578	-0.189904048	-0.171861095	-0.009718263
0.01357999	-0.184863065	-0.172128618	-0.009718263
0.010226693	-0.18285381	-0.172239309	-0.009718263
0.009718263	-0.182546679	-0.172256749	-0.009718263
