0.009718263	0.172256749	0.182546679	-0.009718263
0.010253156	0.17197066	0.182511361	-0.009718263
0.013780988	0.170074745	0.182275223	-0.009718263
0.022718974	0.165243774	0.18166702	-0.009718263
0.038895558	0.156445094	0.180545939	-0.009718263
0.063593619	0.142918953	0.178799571	-0.009718263
0.097593689	0.124158818	0.176341901	-0.009718263
0.141217164	0.099891705	0.173111276	-0.009718263
0.194369516	0.070058491	0.169068397	-0.009718263
0.256583505	0.034794243	0.164194286	-0.009718263
0.327062396	-0.005591461	0.158488279	-0.009718263
0.404723168	-0.050634214	0.151965993	-0.009718263
0.488239726	-0.099734453	0.144657314	-0.009718263
0.576086119	-0.152177139	0.136604377	-0.009718263
0.666579747	-0.207151437	0.127859539	-0.009718263
0.757924578	-0.263770391	0.118483365	-0.009718263
0.848254357	-0.321090604	0.108542605	-0.009718263
0.935675824	-0.378131915	0.098108175	-0.009718263
1.018311921	-0.433897076	0.087253135	-0.009718263
1.09434501	-0.487391434	0.076050671	-0.009718263
1.162060081	-0.537642604	0.064572072	-0.009718263
1.21988797	-0.583720151	0.052884713	-0.009718263
1.266448566	-0.624755265	0.041050031	-0.009718263
1.30059403	-0.659960442	0.029121509	-0.009718263
1.321452002	-0.688649159	0.017142651	-0.009718263
1.328468818	-0.710255555	0.005144965	-0.009718263
1.321452002	-0.724358437	-0.006852721	-0.009718263
1.30059403	-0.73074244	-0.018831579	-0.009718263
1.266448566	-0.72943377	-0.030760101	-0.009718263
1.21988797	-0.720678772	-0.042594783	-0.009718263
1.162060081	-0.704917396	-0.054282142	-0.009718263
1.09434501	-0.682756671	-0.065760741	-0.009718263
1.018311921	-0.654944165	-0.076963205	-0.009718263
0.935675824	-0.622341458	-0.087818245	-0.009718263
0.848254357	-0.585897611	-0.098252675	-0.009718263
0.757924578	-0.546622627	-0.108193435	-0.009718263
0.666579747	-0.505560929	-0.117569609	-0.009718263
0.576086119	-0.463764818	-0.126314447	-0.009718263
0.488239726	-0.422267946	-0.134367385	-0.009718263
0.404723168	-0.382058786	-0.141676063	-0.009718263
0.327062396	-0.344054093	-0.148198349	-0.009718263
0.256583505	-0.309072379	-0.153904357	-0.009718263
0.194369516	-0.277807377	-0.158778467	-0.009718263
0.141217164	-0.250801508	-0.162821347	-0.009718263
0.097593689	-0.228419353	-0.166051971	-0.009718263
0.063593619	-0.210821118	-0.168509642	-0.009718263
0.038895558	-0.197936102	-0.170256009	-0.009718263
0.022718974	-0.189436165	-0.17137709	-0.009718263
0.013780988	-0.184709197	-0.171985293	-0.009718263
0.010253156	-0.182832584	-0.172221431	-0.009718263
0.009718263	-0.182546679	-0.172256749	-0.009718263
